county,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28
OH-Franklin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,7,10,14,21,34,44,75,88,109,152,222,247,281,325,391,441,503,557,597,644,703,761,802,850,894,943,1012,1053,1102,1212,1320,1403,1513,1513,1557,1598,1673,1768,1839,1942,2005,2090,2216,2441,2589,2698,2905,2988,3097,3237,3377,3615,3710,3777,3881,4002,4113,4227,4330,4420,4493,4574,4706,4793,4885,4996,5097,5188,5310,5414,5486,5566,5674,5773,5862,5933,5996,6112,6216,6323,6406,6512,6586,6667,6741,6844,6918,7030,7076,7202,7289,7365,7487,7590,7694,7794,7915,8029,8144,8310,8511,8694,8840,8982,9148,9338,9338,9825,10023,10271,10410,10587,10879,11122,11433,11724,12035,12301,12574,12823,13099,13412,13778,14001,14246,14432,14736,14993,15301,15548,15682,15862,16042,16311,16630,16842,16952,17107,17254,17404,17619,17834,18006,18182,18317,18483,18697,18965,19124,19287,19437,19553,19683,19818,19980,20150,20316,20443,20534,20659,20794,20954,21133,21320,21497,21619,21785,22005,22161,22392,22629,22935,23099,23295,23477,23763,23994,24144,24419,24590,24832,25067,25274,25445,25658,25846,25977,26134,26242,26393,26545,26704,26872,26961,27119,27283,27424,27600,27770,27908,28014,28131,28291,28520,28661,28841,29005,29141,29327,29507,29698,29901,30157,30401,30590,30777,30978,31221,31466,31703,31999,32241,32468,32767,33084,33397,33858,34104,34517,34871,35292,35700,36228,36812,37523,38022,38504,39230,39917,40621,41295,42123,42896,43520,44159,44809,45650,46473,47321,48389,49267,50231,51161,51161,52652,53293,53887,54467,55382,56123,57040,58099,59137,60093,60938,64130,65094,66184,67043,68157,69074,69961,70879,71538,72583,73651,74477,75316,76188,77087,77807,78759,78759,79986,80939,81515
OK-Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,6,18,19,20,26,29,41,55,73,94,107,120,134,155,192,216,237,256,265,279,303,317,385,413,425,435,455,474,483,497,497,497,560,574,590,607,634,670,694,696,703,729,743,773,816,822,838,841,853,868,895,905,927,945,954,997,1007,1013,1035,1070,1074,1075,1087,1093,1109,1179,1189,1203,1208,1216,1227,1241,1254,1263,1263,1284,1294,1309,1328,1350,1360,1369,1384,1404,1436,1461,1517,1561,1597,1643,1673,1754,1861,1946,1990,2099,2147,2230,2317,2410,2486,2600,2663,2732,2913,3029,3135,3263,3393,3479,3607,3819,4039,4194,4379,4613,4802,4986,5259,5591,5756,5978,6195,6271,6301,6492,6762,6981,7239,7415,7621,8019,8274,8444,8669,8910,9214,9357,9439,9593,9950,10113,10300,10424,10560,10665,10794,10951,11148,11312,11458,11600,11715,11801,11921,12037,12328,12515,12584,12651,12765,12870,12974,13144,13254,13357,13436,13566,13689,13791,13923,14107,14165,14272,14416,14543,14713,14872,15021,15178,15293,15517,15694,15859,16177,16435,16560,16749,16961,17135,17319,17556,17711,17869,18018,18175,18344,18580,18709,18870,18870,19140,19307,19537,19736,19985,20207,20431,20620,20822,21043,21260,21506,21701,21854,22008,22213,22422,22669,22816,23285,23565,23726,23881,23997,24250,24468,24607,24869,25091,25315,25473,25948,26302,26302,27354,27871,28213,28731,29230,29737,30228,31159,31753,31970,32578,33309,33851,34709,35499,36199,36880,37441,37441,38112,39512,39944,40259,40803,41494,41709,42872,43884,44505,44851,45458,45918,46425,47460,48215,49009,49596,50121,50569,51120,51811,52415,53080,53592,54067,54519,55011,55011,55682,56086,56748
OK-Tulsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,3,3,3,5,5,5,6,11,12,27,41,49,57,61,65,83,115,151,175,221,240,249,273,293,308,314,323,332,337,358,362,376,376,376,411,422,432,437,454,467,479,491,491,506,522,567,584,607,628,639,645,653,676,684,695,700,708,717,734,743,752,776,781,787,802,814,852,890,903,915,926,935,958,960,983,998,998,1022,1057,1087,1109,1134,1165,1188,1196,1261,1308,1372,1443,1525,1564,1653,1729,1825,1945,2070,2206,2349,2392,2483,2742,2949,3103,3178,3251,3304,3424,3544,3680,3792,3974,4035,4104,4365,4571,4693,4828,5005,5099,5267,5448,5626,5790,5997,6243,6285,6316,6536,6744,6856,7111,7307,7557,7912,8177,8319,8636,8710,8986,9051,9159,9418,9742,9969,10135,10389,10465,10562,10747,10898,10999,11130,11312,11375,11443,11614,11763,11873,12095,12253,12312,12391,12559,12714,12831,12941,13104,13175,13233,13376,13557,13742,13923,14123,14183,14271,14473,14655,14764,14891,15048,15146,15202,15358,15469,15654,15794,15905,15975,16034,16207,16363,16487,16683,16793,16887,17004,17207,17324,17482,17632,17820,17820,17949,18182,18305,18484,18812,19064,19138,19255,19473,19657,19888,20102,20251,20322,20448,20639,20805,21032,21239,21413,21584,21692,21829,21922,22096,22312,22535,22742,22919,23153,23351,23656,23983,23983,24361,24663,25024,25370,25745,26064,26430,27046,27501,27729,28127,28506,28966,29516,29991,30500,30917,31333,31333,31760,32961,33207,33569,33863,34288,34519,35243,35857,36375,36702,37149,37459,37922,38522,39129,39625,39898,40229,40757,41196,41816,42564,43673,44100,44433,44818,45349,45349,45873,46367,46999
PA-Berks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,13,14,16,20,36,65,65,68,82,110,151,168,201,235,276,326,369,416,616,720,930,1035,1150,1247,1335,1419,1537,1748,1898,1945,1988,2069,2212,2339,2406,2491,2526,2605,2637,2698,2748,2810,2886,2948,3004,3048,3095,3190,3257,3371,3417,3453,3485,3530,3593,3643,3677,3719,3735,3763,3784,3838,3845,3885,3903,3919,3952,3973,3988,4002,4061,4074,4107,4132,4152,4167,4184,4201,4218,4236,4251,4262,4281,4303,4319,4324,4341,4350,4359,4374,4388,4407,4419,4444,4453,4461,4474,4487,4498,4521,4527,4559,4563,4569,4571,4578,4581,4606,4623,4647,4663,4680,4692,4700,4710,4744,4763,4781,4798,4821,4845,4865,4889,4919,4977,5008,5017,5044,5080,5100,5125,5152,5168,5190,5218,5248,5267,5302,5321,5353,5382,5407,5431,5470,5491,5529,5563,5589,5601,5645,5683,5705,5743,5781,5814,5847,5889,5916,5942,5980,6012,6041,6056,6095,6129,6174,6214,6261,6283,6312,6344,6394,6412,6442,6521,6544,6587,6641,6700,6741,6773,6801,6833,6862,6903,6939,6963,6979,7022,7069,7091,7141,7186,7215,7258,7258,7351,7378,7420,7489,7564,7651,7726,7781,7819,7901,7961,8035,8102,8212,8293,8377,8458,8533,8632,8698,8815,8924,9024,9155,9290,9388,9481,9562,9648,9735,9860,9972,10058,10165,10278,10355,10447,10595,10767,10899,11036,11191,11359,11518,11709,11888,12082,12215,12379,12537,12740,12909,13048,13347,13519,13694,13874,13956,14065,14347,14810,15136,15514,15791,16049,16468,16748,17153,17441,17803,18056,18418,18730,19047,19401,19698,19988,20259,20546,20796,21087,21392,21728,22024,22297,22486
PA-Bucks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,5,8,9,12,24,28,34,43,69,86,110,144,152,216,249,288,319,373,450,517,580,634,713,816,931,1022,1107,1170,1229,1273,1399,1490,1546,1689,1797,1886,1977,2067,2321,2469,2541,2541,2585,2675,2776,2907,3070,3182,3286,3356,3505,3508,3613,3750,3852,3966,4028,4116,4166,4248,4325,4391,4439,4516,4573,4662,4726,4764,4839,4867,4894,4916,4930,4966,5012,5050,5082,5100,5116,5137,5158,5197,5243,5261,5278,5304,5340,5365,5396,5419,5428,5439,5452,5466,5498,5510,5535,5547,5567,5580,5619,5649,5676,5704,5718,5729,5744,5777,5801,5829,5844,5883,5912,5948,5967,6003,6030,6064,6083,6105,6137,6189,6228,6284,6320,6353,6387,6467,6513,6542,6614,6664,6690,6718,6771,6796,6847,6902,6959,6995,7020,7056,7085,7118,7147,7173,7197,7210,7231,7275,7318,7344,7382,7419,7441,7458,7481,7512,7535,7562,7580,7607,7623,7641,7666,7705,7744,7777,7805,7824,7856,7899,7961,8003,8048,8084,8093,8128,8148,8198,8229,8257,8294,8349,8359,8415,8449,8499,8537,8573,8590,8626,8670,8704,8760,8789,8819,8849,8893,8929,8984,8984,9037,9066,9086,9136,9172,9248,9283,9320,9366,9392,9423,9485,9527,9561,9599,9637,9671,9709,9764,9848,9942,10008,10053,10112,10171,10254,10337,10445,10513,10585,10679,10770,10895,11051,11193,11340,11519,11676,11921,12229,12519,12748,13050,13285,13518,13686,14076,14465,14794,15126,15405,15647,15901,16297,16709,17146,17410,17733,17936,18296,18925,19654,20128,20619,21146,21586,21923,22509,23071,23638,24067,24462,24813,25183,25496,26036,26387,26706,27009,27411,27796,28193,28538,28831,29033,29244
PA-Delaware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,6,6,7,9,14,14,23,33,43,54,84,101,156,185,226,276,303,338,390,470,542,616,708,822,898,1034,1222,1377,1510,1594,1750,1851,1935,2055,2226,2317,2460,2545,2654,2757,2902,3055,3161,3281,3361,3463,3619,3696,3848,3999,4113,4198,4269,4373,4497,4680,4836,4976,5046,5084,5157,5252,5409,5555,5619,5689,5754,5844,5969,6060,6114,6179,6210,6243,6289,6337,6379,6420,6461,6481,6496,6548,6587,6608,6659,6688,6698,6733,6754,6805,6837,6868,6888,6921,6936,6967,6981,7003,7023,7038,7051,7065,7079,7095,7117,7133,7154,7170,7201,7230,7253,7288,7303,7334,7349,7384,7427,7447,7495,7513,7548,7569,7606,7651,7696,7762,7815,7863,7903,7962,8003,8049,8140,8250,8285,8371,8489,8551,8610,8669,8770,8804,8859,8956,9032,9076,9121,9170,9226,9274,9347,9436,9496,9551,9635,9691,9731,9793,9822,9906,9946,10011,10045,10078,10109,10144,10187,10236,10281,10317,10357,10429,10479,10516,10546,10581,10625,10659,10692,10733,10767,10811,10857,10888,10922,10967,11006,11044,11075,11104,11125,11158,11193,11233,11275,11311,11344,11401,11422,11482,11536,11578,11621,11621,11716,11746,11772,11857,11912,11963,12062,12111,12159,12234,12285,12349,12410,12510,12572,12604,12716,12756,12865,12972,13090,13144,13269,13397,13527,13618,13754,13888,14001,14081,14219,14359,14477,14648,14865,15020,15232,15402,15592,15832,16056,16340,16595,16736,16963,17294,17625,17899,18172,18404,18604,18829,19019,19401,19649,19877,20057,20166,20364,20762,21211,21560,21953,22258,22470,22761,23010,23408,23810,24126,24420,24627,24917,25218,25450,25757,26061,26299,26639,26905,27168,27515,27736,27991,28182,28406
PA-Lehigh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,13,19,25,27,38,63,93,109,151,231,272,374,479,584,804,877,1006,1146,1319,1466,1562,1620,1684,1747,1803,1922,1999,2092,2141,2203,2245,2295,2374,2418,2478,2551,2601,2636,2685,2719,2796,2850,2896,2924,2963,2999,3063,3102,3140,3169,3241,3259,3286,3318,3378,3396,3440,3470,3491,3513,3550,3586,3613,3628,3651,3667,3676,3699,3719,3738,3747,3765,3770,3780,3802,3817,3829,3846,3858,3871,3890,3895,3907,3926,3939,3953,3957,3973,3978,3997,4024,4072,4085,4091,4109,4130,4164,4187,4205,4214,4220,4235,4258,4280,4292,4303,4311,4317,4334,4354,4370,4391,4424,4430,4439,4450,4465,4495,4519,4541,4546,4564,4585,4600,4609,4624,4667,4688,4703,4733,4775,4795,4810,4828,4849,4853,4871,4887,4901,4918,4934,4968,4975,4992,5022,5036,5047,5059,5070,5073,5085,5093,5103,5112,5119,5128,5132,5135,5139,5152,5165,5184,5196,5204,5212,5223,5244,5249,5272,5293,5308,5308,5329,5329,5348,5366,5382,5393,5409,5428,5451,5464,5469,5484,5494,5505,5530,5551,5568,5597,5623,5637,5669,5688,5704,5731,5731,5770,5781,5805,5850,5875,5901,5941,5976,5981,5999,6023,6053,6078,6109,6129,6149,6166,6201,6262,6318,6376,6411,6496,6541,6593,6643,6698,6811,6863,6944,7027,7087,7180,7290,7439,7544,7657,7775,7965,8167,8332,8466,8637,8725,8831,8970,9183,9453,9694,9912,10059,10222,10403,10666,10981,11279,11412,11512,11579,11868,12070,12554,12930,13200,13455,13760,14013,14384,14678,14948,15288,15583,15789,16105,16525,16758,17000,17286,17668,17883,18177,18571,18843,19071,19280,19449
PA-Luzerne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,6,7,10,21,27,36,55,65,94,150,212,282,384,484,648,741,849,982,1134,1241,1325,1372,1411,1446,1523,1567,1611,1668,1712,1741,1767,1800,1848,1880,1921,1962,2008,2035,2078,2111,2143,2173,2211,2240,2255,2280,2306,2332,2347,2356,2416,2426,2449,2467,2477,2491,2513,2526,2532,2554,2572,2594,2620,2631,2645,2651,2662,2677,2689,2711,2722,2736,2739,2750,2766,2773,2782,2791,2793,2793,2798,2810,2813,2823,2824,2830,2835,2840,2841,2845,2850,2861,2864,2870,2873,2874,2883,2891,2898,2903,2906,2910,2915,2927,2939,2950,2956,2958,2964,2967,2979,2992,3002,3017,3024,3025,3036,3042,3047,3062,3068,3071,3083,3085,3091,3107,3130,3144,3156,3191,3225,3239,3252,3276,3324,3338,3352,3377,3399,3409,3438,3448,3462,3477,3526,3553,3576,3598,3607,3621,3633,3645,3651,3666,3678,3690,3698,3712,3720,3730,3753,3768,3771,3778,3788,3801,3818,3831,3867,3882,3894,3898,3910,3913,3926,3941,3943,3951,3966,3981,3989,4000,4013,4024,4027,4039,4050,4060,4071,4088,4102,4114,4126,4135,4147,4157,4157,4193,4209,4222,4252,4277,4305,4346,4387,4426,4458,4496,4550,4594,4655,4703,4748,4781,4824,4936,5011,5052,5141,5195,5273,5337,5412,5467,5545,5624,5674,5727,5794,5861,5948,6045,6125,6206,6339,6450,6642,6760,6933,7031,7104,7327,7555,7736,7966,8156,8314,8396,8543,8739,8988,9238,9435,9656,9760,9886,10098,10460,10758,11071,11292,11476,11747,11931,12222,12478,12640,12984,13259,13398,13883,14417,14716,14983,15135,15340,15426,15752,15873,16022,16285,16437,16511
PA-Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,9,13,18,20,20,30,34,42,55,68,77,110,136,159,219,313,374,411,488,540,570,649,735,875,982,1111,1230,1359,1521,1693,1889,2053,2164,2285,2354,2475,2544,2684,2781,2913,3040,3154,3294,3395,3525,3627,3733,3817,4043,4177,4307,4406,4487,4552,4645,4687,4827,4915,5037,5116,5260,5292,5442,5513,5583,5697,5797,5872,6012,6063,6154,6268,6366,6464,6525,6576,6598,6738,6811,6906,7006,7061,7093,7172,7242,7351,7416,7542,7582,7610,7672,7709,7754,7834,7865,7898,7930,7950,7990,8014,8046,8076,8103,8123,8159,8188,8244,8301,8351,8377,8413,8448,8483,8514,8562,8589,8610,8634,8682,8718,8749,8790,8828,8856,8876,8907,8972,8999,9060,9091,9148,9182,9222,9282,9311,9385,9444,9492,9555,9621,9673,9723,9761,9813,9835,9870,9908,9952,9983,10015,10077,10121,10149,10187,10219,10264,10307,10361,10405,10433,10479,10523,10568,10607,10667,10713,10755,10784,10818,10871,10912,10947,10996,11035,11093,11126,11189,11237,11300,11346,11392,11434,11475,11510,11537,11578,11597,11657,11710,11738,11800,11855,11897,11932,11962,11992,12028,12059,12084,12144,12180,12209,12258,12285,12325,12397,12397,12499,12517,12543,12591,12645,12703,12774,12810,12841,12897,12945,12999,13050,13114,13145,13176,13228,13270,13346,13428,13523,13594,13695,13791,13885,14008,14157,14301,14421,14498,14629,14766,14901,15118,15311,15467,15660,15857,16115,16455,16773,17051,17446,17631,17892,18155,18516,18861,19213,19557,19851,20110,20377,20766,21071,21421,21729,22025,22228,22618,23307,23916,24495,25008,25277,25825,26123,26818,27434,28019,28468,28851,29234,29656,30172,30755,31092,31421,31711,32268,32738,33226,33702,34146,34422,34736
PA-Northampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,10,17,21,23,33,44,56,79,94,126,184,245,312,378,466,588,636,716,774,857,949,994,1039,1082,1130,1176,1251,1296,1335,1396,1441,1469,1544,1591,1656,1716,1780,1813,1834,1970,2008,2050,2103,2182,2214,2240,2279,2313,2355,2390,2429,2453,2465,2499,2518,2566,2600,2659,2703,2727,2758,2779,2814,2842,2866,2911,2920,2933,2958,3022,3045,3062,3083,3083,3108,3120,3124,3136,3144,3151,3168,3175,3193,3202,3217,3232,3240,3246,3250,3255,3270,3284,3304,3309,3312,3327,3339,3352,3360,3377,3389,3407,3413,3425,3441,3458,3463,3471,3475,3485,3500,3513,3527,3546,3554,3555,3558,3582,3601,3614,3631,3643,3649,3657,3669,3686,3703,3727,3746,3758,3780,3806,3816,3827,3843,3860,3863,3878,3891,3902,3913,3918,3928,3931,3944,3956,3982,3991,3999,4008,4013,4014,4022,4036,4049,4050,4059,4066,4068,4073,4080,4092,4112,4114,4117,4120,4130,4134,4141,4152,4158,4173,4176,4186,4196,4210,4224,4238,4258,4277,4301,4329,4349,4364,4390,4394,4403,4421,4443,4457,4476,4487,4503,4513,4523,4532,4554,4554,4597,4606,4638,4684,4714,4737,4820,4852,4864,4883,4905,4929,4972,5022,5049,5062,5088,5108,5155,5184,5232,5269,5304,5341,5393,5439,5481,5568,5619,5655,5700,5748,5826,5911,6004,6058,6131,6207,6324,6457,6593,6700,6842,6918,7013,7143,7311,7472,7666,7840,7984,8137,8277,8478,8667,8903,9000,9104,9199,9444,9632,10036,10327,10539,10767,11000,11226,11639,11908,12151,12446,12672,12818,13151,13459,13642,13855,14123,14443,14638,14876,15226,15460,15679,15779,15893
PA-Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,10,19,34,44,67,85,96,175,252,342,475,637,803,890,1072,1315,1675,2100,2430,3008,3189,3728,4272,4777,5029,5521,6022,6386,6813,7130,7441,8045,8563,9014,9214,9553,10028,10028,11226,11877,11877,12566,12868,13445,13803,14468,15137,15137,15137,16040,16410,16697,17047,17517,17881,18211,18313,18537,18779,19093,19349,19606,19606,19953,20132,20359,20700,21009,21234,21234,21234,21738,21975,22150,22405,22629,22629,22881,23034,23160,23281,23407,23529,23529,23691,23822,23951,24107,24228,24338,24338,24475,24591,24655,24723,24841,24841,24841,25116,25335,25443,25443,25693,25782,25782,25991,26133,26257,26400,26536,26565,26565,26810,26901,26969,27228,27341,27367,27367,27575,27723,27867,28024,28159,28196,28196,28592,28742,28874,29102,29303,29303,29303,29803,29945,30077,30213,30354,30354,30354,30665,30771,30877,30986,31120,31120,31120,31448,31584,31725,31910,32057,32186,32186,32348,32432,32569,32674,32791,32936,32936,33054,33139,33255,33343,33495,33607,33607,33778,33909,34144,34311,34445,34445,34445,34699,34742,34742,34887,34986,35094,35094,35257,35344,35441,35529,35583,35583,35583,35825,35901,36004,36112,36187,36187,36187,36452,37067,37226,37361,37502,37502,37502,37807,38083,38264,38515,38767,38767,38767,38767,39413,39691,39870,40179,40179,40179,40803,41094,41323,41561,41972,41972,41972,43003,43365,43740,44139,44505,44505,44505,45451,46093,46489,46917,47675,47675,47675,49456,50354,50354,51513,52723,52723,52723,55302,56372,57201,58012,59081,59081,59081,61498,62620,63862,63862,65484,65484,65484,67283,67943,69630,70476,72314,72314,72314,75073,76589,77601,78565,79646,79646,79646,81779,83113,84061,85033,85733,85733,85733,87395,88420,89164,89887,89887,89887,89887,91429
RI-Providence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,5,5,5,20,20,21,23,33,44,44,44,44,52,52,52,91,91,91,156,156,208,301,418,418,418,491,538,622,832,832,955,1278,1278,1278,1278,1957,2072,2703,2703,3014,3491,3727,4064,4350,4603,4916,5266,5427,5520,5967,6290,6579,6822,7028,7138,7138,7138,7138,7138,7138,7138,8674,8798,9112,9112,9112,9112,9112,9112,9112,9976,10160,10320,10519,10607,10607,10607,10874,10968,11052,11052,11052,11052,11052,11052,11052,11052,11052,11052,11959,11959,11959,11959,11959,11959,11959,12363,12363,12363,12363,12363,12363,12363,12712,12712,12712,12712,12712,12712,12712,12937,12937,12937,12937,13144,13144,13144,13144,13144,13144,13144,13144,13144,13144,13144,13144,13674,13674,13674,13674,13674,13674,13674,14033,14033,14033,14033,14033,14033,14033,14549,14549,14549,14549,14549,14549,14549,15047,15047,15047,15047,15047,15047,15047,15644,15644,15644,15644,15644,15644,15644,16142,16142,16142,16142,16142,16142,16142,16668,16668,16668,16668,16668,16668,16668,17107,17107,17107,17107,17107,17107,17107,17500,17500,17500,17500,17500,17500,17500,17941,17941,17941,17941,17941,17941,17941,18437,18437,18437,18437,18437,18437,18437,18927,18927,18927,18927,18927,18927,18927,19636,19636,19636,19636,19636,19636,19636,20439,20439,20439,20439,20439,20439,20439,21543,21543,21543,21543,21543,21543,21543,23320,23320,23320,23320,23320,23320,23320,25309,25309,25309,25309,25309,25309,25309,27808,27808,27808,27808,27808,27808,27808,31512,31512,31512,31512,31512,31512,31512,35980,35980,35980,35980,35980,35980,35980,40206,40206,40206,40206,40206,40206,40206,46213,46213,46213,46213,46213,46213,46213,51871,51871,51871,51871,51871,51871,51871,55922,55922,55922,55922,55922,55922
